ID,Longitude,Latitude,gdp,pop,public_administration_services,utility_land,commercial_services,residential_land,industrial_land,green_square_land,road_transportation_land
64,121.1128373,30.79207096,0.0,15.22985756,0.0,0.0,0.0,0.0,1.0,0.0,0.0
65,121.1308036,30.79207096,29.83846188,1168.911101,0.0,0.0,0.0,0.0,0.0,0.0,1.0
66,121.1487699,30.79207096,31.87411582,2034.052877,0.13333333333333333,0.0,0.0,0.06666666666666667,0.13333333333333333,0.3333333333333333,0.26666666666666666
67,121.1667363,30.79207096,73.2985096,2627.68868,0.2222222222222222,0.0,0.0,0.1111111111111111,0.0,0.2222222222222222,0.4444444444444444
68,121.1847026,30.79207096,1078.328657,17615.55573,0.27586206896551724,0.0,0.20689655172413793,0.20689655172413793,0.13793103448275862,0.034482758620689655,0.0
69,121.2026689,30.79207096,400.3120728,8544.930752,0.0,0.0,0.047619047619047616,0.23809523809523808,0.6666666666666666,0.0,0.047619047619047616
70,121.2206352,30.79207096,420.7308788,1681.613684,0.0,0.0,0.058823529411764705,0.8235294117647058,0.058823529411764705,0.058823529411764705,0.0
71,121.2386015,30.79207096,49.09957504,1981.842897,0.0,0.0,0.0,0.5,0.14285714285714285,0.14285714285714285,0.21428571428571427
72,121.2565678,30.79207096,142.3673363,3889.727592,0.0,0.0,0.0196078431372549,0.1568627450980392,0.7647058823529411,0.0,0.0392156862745098
73,121.2745341,30.79207096,164.1444645,3731.729465,0.17525773195876287,0.010309278350515464,0.21649484536082475,0.14432989690721648,0.38144329896907214,0.010309278350515464,0.030927835051546393
74,121.2925004,30.79207096,634.9499168,2482.027837,0.030303030303030304,0.0,0.06060606060606061,0.2727272727272727,0.2727272727272727,0.12121212121212122,0.24242424242424243
75,121.3104667,30.79207096,42.95275879,1924.268123,0.09836065573770492,0.03278688524590164,0.16393442622950818,0.26229508196721313,0.29508196721311475,0.01639344262295082,0.04918032786885246
76,121.328433,30.79207096,1023.102346,2302.983149,0.029411764705882353,0.029411764705882353,0.23529411764705882,0.23529411764705882,0.3235294117647059,0.08823529411764706,0.058823529411764705
77,121.3463993,30.79207096,98.39797592,3112.268912,0.07692307692307693,0.0,0.11538461538461539,0.34615384615384615,0.2692307692307692,0.07692307692307693,0.038461538461538464
78,121.3643656,30.79207096,1209.297073,6752.532475,0.06976744186046512,0.0,0.0,0.3023255813953488,0.6046511627906976,0.0,0.023255813953488372
79,121.3823319,30.79207096,473.8332443,2839.891331,0.3048780487804878,0.0,0.18292682926829268,0.17073170731707318,0.21951219512195122,0.012195121951219513,0.07317073170731707
80,121.4002982,30.79207096,114.0627937,5396.929702,0.24019607843137256,0.00980392156862745,0.35294117647058826,0.1568627450980392,0.11029411764705882,0.007352941176470588,0.07598039215686274
81,121.4182645,30.79207096,1407.992439,12233.46938,0.1590909090909091,0.002840909090909091,0.41761363636363635,0.09090909090909091,0.16193181818181818,0.017045454545454544,0.06534090909090909
82,121.4362308,30.79207096,0.0,2753.446058,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.7272727272727273,0.0,0.0
83,121.4541971,30.79207096,0.0,2943.43376,0.125,0.0,0.08333333333333333,0.0,0.7916666666666666,0.0,0.0
84,121.4721635,30.79207096,0.0,2611.069557,0.09090909090909091,0.0,0.0,0.0,0.9090909090909091,0.0,0.0
85,121.4901298,30.79207096,0.0,301.9012527,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,121.1308036,30.80750333,14.95113087,871.3385458,0.3684210526315789,0.05263157894736842,0.2631578947368421,0.0,0.0,0.05263157894736842,0.21052631578947367
87,121.1487699,30.80750333,29.59013176,968.6193011,0.30434782608695654,0.0,0.043478260869565216,0.34782608695652173,0.043478260869565216,0.0,0.2608695652173913
88,121.1667363,30.80750333,38.08839035,1250.830648,0.1724137931034483,0.0,0.0,0.5172413793103449,0.10344827586206896,0.034482758620689655,0.1724137931034483
89,121.1847026,30.80750333,34.14967537,2936.241353,0.027777777777777776,0.0,0.0,0.2777777777777778,0.25,0.027777777777777776,0.3888888888888889
90,121.2026689,30.80750333,11.70557117,2160.165912,0.037037037037037035,0.0,0.037037037037037035,0.6666666666666666,0.07407407407407407,0.037037037037037035,0.14814814814814814
91,121.2206352,30.80750333,41.12619686,1384.809138,0.1724137931034483,0.0,0.034482758620689655,0.4827586206896552,0.10344827586206896,0.10344827586206896,0.10344827586206896
92,121.2386015,30.80750333,15.38736725,1143.662057,0.0,0.0,0.0,0.7619047619047619,0.0,0.0,0.23809523809523808
93,121.2565678,30.80750333,55.88155746,2817.757002,0.024691358024691357,0.0,0.024691358024691357,0.20987654320987653,0.654320987654321,0.0,0.08641975308641975
94,121.2745341,30.80750333,70.6224823,12544.4343,0.1893939393939394,0.02462121212121212,0.3181818181818182,0.17234848484848486,0.1875,0.013257575757575758,0.026515151515151516
95,121.2925004,30.80750333,137.829792,10135.8707,0.20833333333333334,0.01715686274509804,0.27450980392156865,0.11519607843137254,0.18872549019607843,0.02696078431372549,0.1053921568627451
96,121.3104667,30.80750333,9.105394363,2172.098797,0.10714285714285714,0.07142857142857142,0.03571428571428571,0.5357142857142857,0.10714285714285714,0.03571428571428571,0.10714285714285714
97,121.328433,30.80750333,47.26628685,3410.263237,0.0,0.0,0.0,0.24074074074074073,0.6851851851851852,0.018518518518518517,0.037037037037037035
98,121.3463993,30.80750333,73.50211334,11460.97359,0.0949367088607595,0.012658227848101266,0.06962025316455696,0.08860759493670886,0.620253164556962,0.012658227848101266,0.08860759493670886
99,121.3643656,30.80750333,176.4370193,6830.918814,0.06097560975609756,0.024390243902439025,0.10975609756097561,0.1951219512195122,0.4878048780487805,0.0,0.07317073170731707
100,121.3823319,30.80750333,69.86815453,2182.718697,0.09523809523809523,0.0,0.09523809523809523,0.47619047619047616,0.09523809523809523,0.09523809523809523,0.09523809523809523
101,121.4002982,30.80750333,28.56853485,3625.896666,0.13793103448275862,0.0,0.0,0.41379310344827586,0.20689655172413793,0.06896551724137931,0.1724137931034483
102,121.4182645,30.80750333,101.1074677,4585.94431,0.2857142857142857,0.0,0.015873015873015872,0.12698412698412698,0.42857142857142855,0.0,0.14285714285714285
103,121.4362308,30.80750333,65.3188858,3326.615564,0.06060606060606061,0.045454545454545456,0.045454545454545456,0.22727272727272727,0.5,0.0,0.12121212121212122
104,121.4541971,30.80750333,149.9236603,1846.388572,0.13333333333333333,0.022222222222222223,0.0,0.08888888888888889,0.5333333333333333,0.044444444444444446,0.13333333333333333
105,121.4721635,30.80750333,83.77513123,2119.368796,0.15384615384615385,0.0,0.0,0.0,0.8461538461538461,0.0,0.0
106,121.4901298,30.80750333,0.0,609.3956087,0.0,0.0,0.0,0.0,0.8,0.2,0.0
107,121.5080961,30.80750333,0.0,98.8147434,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,121.5260624,30.80750333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,121.5440287,30.80750333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,120.9870732,30.82293322,0.0,393.3723814,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,121.0050395,30.82293322,0.0,9.255563021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,121.0230058,30.82293322,0.0,107.8754411,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,121.0409721,30.82293322,0.0,744.0418544,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,121.1308036,30.82293322,4.53752327,435.1650587,0.375,0.0,0.125,0.125,0.125,0.0,0.25
115,121.1487699,30.82293322,11.74317074,920.4641911,0.0,0.0,0.0,0.4,0.2,0.1,0.3
116,121.1667363,30.82293322,302.6015015,4614.676656,0.24186046511627907,0.018604651162790697,0.3767441860465116,0.14418604651162792,0.10697674418604651,0.009302325581395349,0.06511627906976744
117,121.1847026,30.82293322,58.37415695,3825.616604,0.1588785046728972,0.009345794392523364,0.21495327102803738,0.411214953271028,0.056074766355140186,0.0,0.102803738317757
118,121.2026689,30.82293322,16.03911018,1083.549397,0.0,0.0,0.0,0.8823529411764706,0.058823529411764705,0.0,0.058823529411764705
119,121.2206352,30.82293322,202.2542992,3502.448992,0.04285714285714286,0.014285714285714285,0.07142857142857142,0.2571428571428571,0.44285714285714284,0.07142857142857142,0.1
120,121.2386015,30.82293322,21.59283638,3855.301106,0.22560975609756098,0.036585365853658534,0.3231707317073171,0.0975609756097561,0.15853658536585366,0.042682926829268296,0.06707317073170732
121,121.2565678,30.82293322,208.0797958,2257.446487,0.07142857142857142,0.0,0.10714285714285714,0.4642857142857143,0.2857142857142857,0.07142857142857142,0.0
122,121.2745341,30.82293322,38.22211838,1987.408579,0.0,0.0,0.07407407407407407,0.5925925925925926,0.1111111111111111,0.037037037037037035,0.18518518518518517
123,121.2925004,30.82293322,65.50444984,2345.40212,0.125,0.0,0.0,0.225,0.175,0.125,0.35
124,121.3104667,30.82293322,265.4737549,1735.519294,0.08333333333333333,0.0,0.0,0.75,0.041666666666666664,0.041666666666666664,0.08333333333333333
125,121.328433,30.82293322,98.4403286,2080.363115,0.057692307692307696,0.0,0.019230769230769232,0.3269230769230769,0.5961538461538461,0.0,0.0
126,121.3463993,30.82293322,50.2416153,7549.954781,0.043795620437956206,0.0,0.021897810218978103,0.0948905109489051,0.7737226277372263,0.0,0.06569343065693431
127,121.3643656,30.82293322,117.8822937,2937.170146,0.0,0.0,0.05405405405405406,0.4594594594594595,0.40540540540540543,0.0,0.08108108108108109
128,121.3823319,30.82293322,37.61890411,652.4994988,0.14705882352941177,0.0,0.11764705882352941,0.38235294117647056,0.14705882352941177,0.08823529411764706,0.11764705882352941
129,121.4002982,30.82293322,27.96559334,849.6851143,0.038461538461538464,0.0,0.11538461538461539,0.5384615384615384,0.19230769230769232,0.07692307692307693,0.038461538461538464
130,121.4182645,30.82293322,1297.380676,3154.545108,0.058823529411764705,0.0196078431372549,0.19607843137254902,0.19607843137254902,0.47058823529411764,0.0196078431372549,0.0196078431372549
131,121.4362308,30.82293322,62.50074768,3462.31155,0.03333333333333333,0.011111111111111112,0.044444444444444446,0.12222222222222222,0.6888888888888889,0.0,0.07777777777777778
132,121.4541971,30.82293322,326.6202621,5360.571412,0.1456953642384106,0.019867549668874173,0.08609271523178808,0.12582781456953643,0.40397350993377484,0.052980132450331126,0.11920529801324503
133,121.4721635,30.82293322,114.8966751,7239.528355,0.08544303797468354,0.022151898734177215,0.18354430379746836,0.5632911392405063,0.08544303797468354,0.006329113924050633,0.0189873417721519
134,121.4901298,30.82293322,312.5967026,1619.996207,0.3333333333333333,0.0,0.1111111111111111,0.0,0.3333333333333333,0.05555555555555555,0.05555555555555555
135,121.5080961,30.82293322,0.0,2731.713777,0.21212121212121213,0.045454545454545456,0.14393939393939395,0.12121212121212122,0.06818181818181818,0.06818181818181818,0.25
136,121.5260624,30.82293322,0.0,2567.623287,0.2311111111111111,0.0044444444444444444,0.3022222222222222,0.16444444444444445,0.09777777777777778,0.04888888888888889,0.08
137,121.5440287,30.82293322,0.0,598.4942098,0.1111111111111111,0.027777777777777776,0.19444444444444445,0.1111111111111111,0.0,0.16666666666666666,0.3055555555555556
138,121.561995,30.82293322,0.0,125.6264901,0.0,0.0,0.07692307692307693,0.0,0.0,0.8461538461538461,0.0
139,121.5799613,30.82293322,0.0,1.191779971,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,121.5979276,30.82293322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,120.9870732,30.83836064,257.8691406,708.8311083,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,121.0050395,30.83836064,39.46334839,654.4527987,0.0,0.0,0.0,0.5,0.5,0.0,0.0
143,121.0230058,30.83836064,7.521695614,683.9940207,0.0,0.0,0.0,1.0,0.0,0.0,0.0
144,121.0409721,30.83836064,0.0,680.0578456,0.5,0.0,0.0,0.0,0.25,0.0,0.25
145,121.0589384,30.83836064,0.0,146.3441305,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,121.1128373,30.83836064,0.0,213.7352163,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,121.1308036,30.83836064,3.93118,650.8252994,0.5714285714285714,0.0,0.14285714285714285,0.0,0.0,0.0,0.2857142857142857
148,121.1487699,30.83836064,31.29594612,1304.004563,0.09523809523809523,0.0,0.047619047619047616,0.23809523809523808,0.3333333333333333,0.0,0.2857142857142857
149,121.1667363,30.83836064,38.32967758,6610.687124,0.1111111111111111,0.010101010101010102,0.10101010101010101,0.1717171717171717,0.45454545454545453,0.020202020202020204,0.1111111111111111
150,121.1847026,30.83836064,50.55153847,6639.086925,0.175,0.00625,0.19375,0.14375,0.38125,0.0,0.1
151,121.2026689,30.83836064,22.3992424,2665.683069,0.061224489795918366,0.02040816326530612,0.04081632653061224,0.32653061224489793,0.32653061224489793,0.02040816326530612,0.1836734693877551
152,121.2206352,30.83836064,103.7839088,10178.67022,0.04247104247104247,0.0,0.08108108108108109,0.5212355212355212,0.2972972972972973,0.007722007722007722,0.03474903474903475
153,121.2386015,30.83836064,31.66378403,6628.702812,0.08041237113402062,0.008247422680412371,0.18969072164948453,0.5257731958762887,0.12989690721649486,0.012371134020618556,0.032989690721649485
154,121.2565678,30.83836064,36.31873226,2726.728688,0.0,0.0,0.13333333333333333,0.36666666666666664,0.5,0.0,0.0
155,121.2745341,30.83836064,9.675993919,1519.519393,0.11627906976744186,0.023255813953488372,0.09302325581395349,0.37209302325581395,0.32558139534883723,0.023255813953488372,0.046511627906976744
156,121.2925004,30.83836064,69.12423897,1302.701139,0.0,0.0,0.10810810810810811,0.2702702702702703,0.24324324324324326,0.0,0.3783783783783784
157,121.3104667,30.83836064,32.00767899,1952.093413,0.03225806451612903,0.0,0.06451612903225806,0.20430107526881722,0.5698924731182796,0.010752688172043012,0.0967741935483871
158,121.328433,30.83836064,74.07562637,3881.844521,0.078125,0.015625,0.03125,0.21875,0.5,0.0,0.15625
159,121.3463993,30.83836064,38.99714661,6117.614056,0.10714285714285714,0.008928571428571428,0.017857142857142856,0.10714285714285714,0.6607142857142857,0.0,0.08928571428571429
160,121.3643656,30.83836064,623.6784611,2190.986036,0.03125,0.03125,0.0625,0.1875,0.25,0.0625,0.375
161,121.3823319,30.83836064,37.3762207,946.704587,0.13636363636363635,0.0,0.09090909090909091,0.4090909090909091,0.3181818181818182,0.0,0.045454545454545456
162,121.4002982,30.83836064,12.89998245,798.1210082,0.029411764705882353,0.0,0.08823529411764706,0.29411764705882354,0.5294117647058824,0.029411764705882353,0.029411764705882353
163,121.4182645,30.83836064,447.7034225,5760.092367,0.112,0.005333333333333333,0.256,0.31466666666666665,0.208,0.013333333333333334,0.056
164,121.4362308,30.83836064,47.34769821,5118.339397,0.14606741573033707,0.00749063670411985,0.1647940074906367,0.10486891385767791,0.4794007490636704,0.0,0.052434456928838954
165,121.4541971,30.83836064,1814.332314,2320.324426,0.03773584905660377,0.0,0.0,0.20754716981132076,0.6415094339622641,0.018867924528301886,0.07547169811320754
166,121.4721635,30.83836064,74.23568726,8411.012538,0.18307692307692308,0.006153846153846154,0.3323076923076923,0.20307692307692307,0.15846153846153846,0.010769230769230769,0.04153846153846154
167,121.4901298,30.83836064,124.1735497,6311.321096,0.10543130990415335,0.006389776357827476,0.054313099041533544,0.5079872204472844,0.22364217252396165,0.012779552715654952,0.04153354632587859
168,121.5080961,30.83836064,53.75315094,8357.9174,0.2978723404255319,0.006382978723404255,0.12127659574468085,0.23191489361702128,0.04893617021276596,0.0425531914893617,0.06382978723404255
169,121.5260624,30.83836064,0.0,12062.33556,0.20925553319919518,0.008048289738430584,0.3782696177062374,0.028169014084507043,0.1488933601609658,0.03219315895372234,0.0482897384305835
170,121.5440287,30.83836064,0.0,3264.304313,0.3,0.0,0.0,0.1,0.15,0.0,0.4
171,121.561995,30.83836064,0.0,2278.273402,0.07142857142857142,0.14285714285714285,0.0,0.35714285714285715,0.14285714285714285,0.07142857142857142,0.14285714285714285
172,121.5799613,30.83836064,0.0,551.4133326,0.14285714285714285,0.0,0.0,0.14285714285714285,0.5714285714285714,0.0,0.0
173,121.5979276,30.83836064,0.0,370.0275778,0.0,0.0,0.0,0.0,1.0,0.0,0.0
174,121.6158939,30.83836064,0.0,214.5395759,0.0,0.0,0.0,0.0,0.0,1.0,0.0
175,121.6338602,30.83836064,0.0,53.63086322,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,121.6518265,30.83836064,0.0,45.83074248,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,121.6697928,30.83836064,0.0,0.664511979,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,121.8135233,30.83836064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,121.8314896,30.83836064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,120.9870732,30.85378557,0.0,8.762136221,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,121.0050395,30.85378557,12.79304981,433.9637365,0.0,0.0,0.0,0.75,0.25,0.0,0.0
182,121.0230058,30.85378557,491.2012296,737.2338321,0.0,0.0,0.0,0.7647058823529411,0.23529411764705882,0.0,0.0
183,121.0409721,30.85378557,208.8835366,853.458654,0.0,0.0,0.0,0.5454545454545454,0.09090909090909091,0.0,0.36363636363636365
184,121.0589384,30.85378557,53.53575516,1326.153523,0.42857142857142855,0.0,0.07142857142857142,0.0,0.07142857142857142,0.0,0.2857142857142857
185,121.0769047,30.85378557,35.0894928,3456.279372,0.25,0.0,0.16666666666666666,0.25,0.25,0.0,0.0
186,121.094871,30.85378557,433.8647881,1233.381809,0.18181818181818182,0.0,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0,0.2727272727272727
187,121.1128373,30.85378557,7.173609257,598.7225077,0.0,0.0,0.0,0.25,0.25,0.0,0.5
188,121.1308036,30.85378557,101.9068027,755.3334321,0.0,0.0,0.0,0.0,0.0,0.0,1.0
189,121.1487699,30.85378557,20.13088512,872.7029086,0.0,0.0,0.1,0.3,0.0,0.2,0.4
190,121.1667363,30.85378557,48.71870613,1394.774517,0.09523809523809523,0.0,0.09523809523809523,0.3333333333333333,0.3333333333333333,0.0,0.09523809523809523
191,121.1847026,30.85378557,276.8153477,1575.335335,0.0,0.03125,0.1875,0.40625,0.28125,0.03125,0.0625
192,121.2026689,30.85378557,33.58569717,1117.132842,0.07894736842105263,0.02631578947368421,0.0,0.3684210526315789,0.15789473684210525,0.02631578947368421,0.3157894736842105
193,121.2206352,30.85378557,50.92735338,1643.826279,0.10526315789473684,0.0,0.07894736842105263,0.15789473684210525,0.47368421052631576,0.05263157894736842,0.13157894736842105
194,121.2386015,30.85378557,97.47949886,2139.546911,0.0,0.0,0.041666666666666664,0.4166666666666667,0.25,0.08333333333333333,0.20833333333333334
195,121.2565678,30.85378557,253.2383509,798.4628086,0.06666666666666667,0.0,0.16666666666666666,0.3,0.26666666666666666,0.0,0.13333333333333333
196,121.2745341,30.85378557,15.12333918,845.4369804,0.05,0.0,0.05,0.7,0.0,0.05,0.15
197,121.2925004,30.85378557,53.11495495,805.8031442,0.2127659574468085,0.0,0.0425531914893617,0.2978723404255319,0.2553191489361702,0.02127659574468085,0.1702127659574468
198,121.3104667,30.85378557,224.5157356,1447.038674,0.0625,0.0,0.0,0.6875,0.25,0.0,0.0
